Ligand_Name,Site_Number,With_Or_Without_Water,RMSD Value
Hydroxychloroquine,Site1,With_Water,0
Hydroxychloroquine,Site1,With_Water,0.25030613
Hydroxychloroquine,Site1,With_Water,0.20519122
Hydroxychloroquine,Site1,With_Water,0.19405271
Hydroxychloroquine,Site1,Without_Water,0
Hydroxychloroquine,Site1,Without_Water,0.15021051
Hydroxychloroquine,Site1,Without_Water,0.24085473
Hydroxychloroquine,Site1,Without_Water,0.23826912
Hydroxychloroquine,Site2,With_Water,0
Hydroxychloroquine,Site2,With_Water,0.15756261
Hydroxychloroquine,Site2,With_Water,0.14639708
Hydroxychloroquine,Site2,With_Water,0.21372594
Hydroxychloroquine,Site2,Without_Water,0.000135425
Hydroxychloroquine,Site2,Without_Water,0.108902134
Hydroxychloroquine,Site2,Without_Water,0.22034156
Hydroxychloroquine,Site2,Without_Water,0.19645265
Hydroxychloroquine,Site3d,With_Water,0
Hydroxychloroquine,Site3d,With_Water,0.20875819
Hydroxychloroquine,Site3d,With_Water,0.22539338
Hydroxychloroquine,Site3d,With_Water,0.08128944
Hydroxychloroquine,Site3d,Without_Water,0
Hydroxychloroquine,Site3d,Without_Water,0.22403033
Hydroxychloroquine,Site3d,Without_Water,0.19407204
Hydroxychloroquine,Site3d,Without_Water,0.22204371
Hydroxychloroquine,Site3m,With_Water,0.00019152
Hydroxychloroquine,Site3m,With_Water,0.23691082
Hydroxychloroquine,Site3m,With_Water,0.23209244
Hydroxychloroquine,Site3m,With_Water,0.20751224
Hydroxychloroquine,Site3m,Without_Water,0
Hydroxychloroquine,Site3m,Without_Water,0.24358252
Hydroxychloroquine,Site3m,Without_Water,0.15065533
Hydroxychloroquine,Site3m,Without_Water,0.26388606
Ivermectin,Site1,With_Water,0
Ivermectin,Site1,With_Water,0.04122044
Ivermectin,Site1,With_Water,0.1744955
Ivermectin,Site1,With_Water,0.033062305
Ivermectin,Site1,Without_Water,0
Ivermectin,Site1,Without_Water,0.16263184
Ivermectin,Site1,Without_Water,0.16363734
Ivermectin,Site1,Without_Water,0.029407842
Ivermectin,Site2,With_Water,0
Ivermectin,Site2,With_Water,0.1710213
Ivermectin,Site2,With_Water,0.03633184
Ivermectin,Site2,With_Water,0.032360815
Ivermectin,Site2,Without_Water,0.000484511
Ivermectin,Site2,Without_Water,0.16714828
Ivermectin,Site2,Without_Water,0.16887613
Ivermectin,Site2,Without_Water,0.17038286
Ivermectin,Site3d,With_Water,0.000342601
Ivermectin,Site3d,With_Water,0.040661387
Ivermectin,Site3d,With_Water,0.046427146
Ivermectin,Site3d,With_Water,0.04542013
Ivermectin,Site3d,Without_Water,0
Ivermectin,Site3d,Without_Water,0.18881407
Ivermectin,Site3d,Without_Water,0.053012423
Ivermectin,Site3d,Without_Water,0.04549888
Ivermectin,Site3m,With_Water,0.000342601
Ivermectin,Site3m,With_Water,0.043666482
Ivermectin,Site3m,With_Water,0.03665188
Ivermectin,Site3m,With_Water,0.031717878
Ivermectin,Site3m,Without_Water,0
Ivermectin,Site3m,Without_Water,0.034449697
Ivermectin,Site3m,Without_Water,0.0370215
Ivermectin,Site3m,Without_Water,0.054797925
Myricetin,Site1,With_Water,0
Myricetin,Site1,With_Water,0.054097418
Myricetin,Site1,With_Water,0.04863073
Myricetin,Site1,With_Water,0.06141805
Myricetin,Site1,Without_Water,0
Myricetin,Site1,Without_Water,0.052646372
Myricetin,Site1,Without_Water,0.059472244
Myricetin,Site1,Without_Water,0.051577054
Myricetin,Site2,With_Water,0
Myricetin,Site2,With_Water,0.0487877
Myricetin,Site2,With_Water,0.06679436
Myricetin,Site2,With_Water,0.06888627
Myricetin,Site2,Without_Water,0
Myricetin,Site2,Without_Water,0.0539757
Myricetin,Site2,Without_Water,0.052438267
Myricetin,Site2,Without_Water,0.037793398
Myricetin,Site3d,With_Water,0.000181343
Myricetin,Site3d,With_Water,0.055643085
Myricetin,Site3d,With_Water,0.04712688
Myricetin,Site3d,With_Water,0.062610395
Myricetin,Site3d,Without_Water,0.000181343
Myricetin,Site3d,Without_Water,0.06577907
Myricetin,Site3d,Without_Water,0.052425724
Myricetin,Site3d,Without_Water,0.05426312
Myricetin,Site3m,With_Water,0
Myricetin,Site3m,With_Water,0.035893112
Myricetin,Site3m,With_Water,0.0745126
Myricetin,Site3m,With_Water,0.040899202
Myricetin,Site3m,Without_Water,0
Myricetin,Site3m,Without_Water,0.05541152
Myricetin,Site3m,Without_Water,0.06062558
Myricetin,Site3m,Without_Water,0.06295531
Quercitin,Site1,With_Water,0
Quercitin,Site1,With_Water,0.055880655
Quercitin,Site1,With_Water,0.052555908
Quercitin,Site1,With_Water,0.055597395
Quercitin,Site1,Without_Water,0.00018794
Quercitin,Site1,Without_Water,0.05959373
Quercitin,Site1,Without_Water,0.05943378
Quercitin,Site1,Without_Water,0.049526617
Quercitin,Site2,With_Water,0
Quercitin,Site2,With_Water,0.048450872
Quercitin,Site2,With_Water,0.049303602
Quercitin,Site2,With_Water,0.039709985
Quercitin,Site2,Without_Water,0
Quercitin,Site2,Without_Water,0.07043271
Quercitin,Site2,Without_Water,0.052977953
Quercitin,Site2,Without_Water,0.0657055
Quercitin,Site3d,With_Water,0
Quercitin,Site3d,With_Water,0.04474974
Quercitin,Site3d,With_Water,0.05689914
Quercitin,Site3d,With_Water,0.054504085
Quercitin,Site3d,Without_Water,0
Quercitin,Site3d,Without_Water,0.049192075
Quercitin,Site3d,Without_Water,0.05837724
Quercitin,Site3d,Without_Water,0.04300778
Quercitin,Site3m,With_Water,0
Quercitin,Site3m,With_Water,0.030831823
Quercitin,Site3m,With_Water,0.06436813
Quercitin,Site3m,With_Water,0.069118075
Quercitin,Site3m,Without_Water,0.00018794
Quercitin,Site3m,Without_Water,0.053970724
Quercitin,Site3m,Without_Water,0.063270345
Quercitin,Site3m,Without_Water,0.0461471
Remdesivir,Site1,With_Water,0
Remdesivir,Site1,With_Water,0.35341287
Remdesivir,Site1,With_Water,0.5684981
Remdesivir,Site1,With_Water,0.63674206
Remdesivir,Site1,Without_Water,0
Remdesivir,Site1,Without_Water,0.44825947
Remdesivir,Site1,Without_Water,0.6475309
Remdesivir,Site1,Without_Water,0.6001645
Remdesivir,Site2,With_Water,0
Remdesivir,Site2,With_Water,0.14042255
Remdesivir,Site2,With_Water,0.6154713
Remdesivir,Site2,With_Water,0.6041278
Remdesivir,Site2,Without_Water,0
Remdesivir,Site2,Without_Water,0.15440361
Remdesivir,Site2,Without_Water,0.6271901
Remdesivir,Site2,Without_Water,0.58150804
Remdesivir,Site3d,With_Water,0
Remdesivir,Site3d,With_Water,0.16563801
Remdesivir,Site3d,With_Water,0.59902674
Remdesivir,Site3d,With_Water,0.63600355
Remdesivir,Site3d,Without_Water,0
Remdesivir,Site3d,Without_Water,0.38871416
Remdesivir,Site3d,Without_Water,0.625813
Remdesivir,Site3d,Without_Water,0.60373306
Remdesivir,Site3m,With_Water,0
Remdesivir,Site3m,With_Water,0.12825309
Remdesivir,Site3m,With_Water,0.5660411
Remdesivir,Site3m,With_Water,0.5625082
Remdesivir,Site3m,Without_Water,0
Remdesivir,Site3m,Without_Water,0.20258765
Remdesivir,Site3m,Without_Water,0.6050017
Remdesivir,Site3m,Without_Water,0.6156804
Ritonavir,Site1,With_Water,0
Ritonavir,Site1,With_Water,0.44546267
Ritonavir,Site1,With_Water,0.3628293
Ritonavir,Site1,With_Water,0.3947943
Ritonavir,Site1,Without_Water,0
Ritonavir,Site1,Without_Water,0.440771
Ritonavir,Site1,Without_Water,0.42990702
Ritonavir,Site1,Without_Water,0.24124733
Ritonavir,Site2,With_Water,0
Ritonavir,Site2,With_Water,0.45730868
Ritonavir,Site2,With_Water,0.22861947
Ritonavir,Site2,With_Water,0.2430819
Ritonavir,Site2,Without_Water,0
Ritonavir,Site2,Without_Water,0.30521774
Ritonavir,Site2,Without_Water,0.35806108
Ritonavir,Site2,Without_Water,0.3145926
Ritonavir,Site3d,With_Water,0
Ritonavir,Site3d,With_Water,0.43621662
Ritonavir,Site3d,With_Water,0.29744458
Ritonavir,Site3d,With_Water,0.13363281
Ritonavir,Site3d,Without_Water,0
Ritonavir,Site3d,Without_Water,0.17788714
Ritonavir,Site3d,Without_Water,0.44607744
Ritonavir,Site3d,Without_Water,0.425805
Ritonavir,Site3m,With_Water,0
Ritonavir,Site3m,With_Water,0.42047268
Ritonavir,Site3m,With_Water,0.090930894
Ritonavir,Site3m,With_Water,0.45105127
Ritonavir,Site3m,Without_Water,0.000265787
Ritonavir,Site3m,Without_Water,0.1197722
Ritonavir,Site3m,Without_Water,0.11612428
Ritonavir,Site3m,Without_Water,0.44364956
Rutin,Site1,With_Water,0
Rutin,Site1,With_Water,0.40307444
Rutin,Site1,With_Water,0.40176803
Rutin,Site1,With_Water,0.050967295
Rutin,Site1,Without_Water,0.000189704
Rutin,Site1,Without_Water,0.06415483
Rutin,Site1,Without_Water,0.04900873
Rutin,Site1,Without_Water,0.056284014
Rutin,Site2,With_Water,0
Rutin,Site2,With_Water,0.051654283
Rutin,Site2,With_Water,0.39011616
Rutin,Site2,With_Water,0.052474752
Rutin,Site2,Without_Water,0
Rutin,Site2,Without_Water,0.1974837
Rutin,Site2,Without_Water,0.06009225
Rutin,Site2,Without_Water,0.049347185
Rutin,Site3d,With_Water,0
Rutin,Site3d,With_Water,0.04033525
Rutin,Site3d,With_Water,0.044255204
Rutin,Site3d,With_Water,0.12425905
Rutin,Site3d,Without_Water,0
Rutin,Site3d,Without_Water,0.051262993
Rutin,Site3d,Without_Water,0.051660553
Rutin,Site3d,Without_Water,0.045689203
Rutin,Site3m,With_Water,0
Rutin,Site3m,With_Water,0.047008395
Rutin,Site3m,With_Water,0.04449566
Rutin,Site3m,With_Water,0.049453903
Rutin,Site3m,Without_Water,0
Rutin,Site3m,Without_Water,0.057281893
Rutin,Site3m,Without_Water,0.04268557
Rutin,Site3m,Without_Water,0.056487292
